@relation toclassify

@attribute classPol {0,4}
@attribute text String

@data
0,' EurosportSNOOKER \"the Hawkins send their regards \" chi conosce Game Of Thrones può capire  '
0,'  oh no so sad when you feel the need to slow down as you approach the end to make it last '
0,'  YDN he\'s starring into my soul '
0,' I\'ve even used the command thingy but it won\'t tell me what\'s waking it up '
0,'  true '
0,'  fuck can i at least get an a for effort  meatballs'
0,'  yep no prosecco cocktails for me in the sun  can\'t wait to see what name you have picked xx'
0,' i\'m sad out of nowhere but everyone\'s sleeping '
0,' So amazed that I could meet someone like Ant devastates me that he moves back to Socal in June '
0,' My sister is supposed to be home tomorrow or wednesday Someone please just kill me now '
0,'   no you fuck off and stop tweeting me Emily lol It\'s not my fault two white janes are crying over being corrected '
0,'  STRLAUGH i don\'t want that for another album either  but we can\'t deny black magic did wonders for them worldwide'
0,'  why didn\'t you tell me  sad af'
0,' All i want in my life rn is the milk and honey book '
0,'  have to go tutor in 20 minutes  maybe later though'
0,' boring '
0,'  But even then they took the picture with their front camera so ain\'t no excuse '
0,' I love stellar so much '
0,' this makes me so sad  '
0,'  He\'s not I just read they extended his suspension '
0,'  I\'m so sorry  <3 I didn\'t mean it'
0,'  hey never seen this '
0,'  I do yeah '
0,'  makes me sad '
0,' I\'ll throw you money if you let me use your HBO online I missed the premiere last night  please help'
0,'  very well played Ronnie  So close argg'
0,' I love Prince so much  '
0,' i fidnt wake up '
0,' I want 90\'s Nicole Eggerts bod so bad '
0,' Men objectify women all day but the second the tables are turned they whine like babies and lash out at us  '
0,'  it\'s funny because it\'s true '
0,'  tong yi was so excited '
0,' I missed the sentinel1b launch busy on other stuff '
0,' When you build on another foundation besides the One JESUS The FATHER Sent you will die in your sin unless you repent '
0,'  Do a lot of people return adopted animals '
0,' Too soon  '
0,' I know Prince would probably want us all to groove to his music and celebrate his life but I\'m still really sad '
0,'  thank you kindly Unfortunately it\'s not something new for us to deal with '
0,' \"Government avoids defeat over lone child refugees call\" words fail me  '
0,'  I would love to know the answer to this Cycling shorts have been worn for a week and now I\'m back to my winter tights '
0,'  sadly '
0,'   my boobs choke me so I can\'t '
0,'  Greaux Joshua come back '
0,'  x  java too soon too soon '
0,' I want Drogo back so badly '
0,' Hi  no more news for 3DS by Sega I still dream a Golden Axe 3D Classics '
0,' She\'s so cool  pls teach me how to be cool'
0,' Blessed Bcs I have 2 extra days to fix my shitty essay - -'
0,'    Its called hot railing or dabbing It\'s a hit of pure THC no bud I dab Nothing else gets me stoned now '
0,' I do still sha  '
0,' I need to meet a Bey Stan irl I can never share this with anyone '
0,'  Fr  guys did you give away this one '
0,' Field Service Engineering- Trainee Medical Device - Sysmex America Inc Bangor ME  MedicalDevices sysmex'
0,'  brownie Yup And horribly now too as academies expand to take KS3 or primaries keep Y5/6 horrible piecemeal business '
0,' taking riding an elephant off my bucket list cause  '
0,'  Link broken '
0,'  very '
0,'     Gets expensive doesn\'t it  We do picnics to save money'
0,' I wish yahoo answers could tell me what happens when you die '
0,' im so inactive these days and it makes me sad  i hate end of the year tests ya know'
0,'  post away I was admiring the weekend photos earlier and it made me sad I couldn\'t come '
0,' I just ripped my lace underwear and am currently oddly upset about it '
0,'  notice me '
0,'  I\'m gutted twinnie bear  I shouldn\'t watch sport STRLAUGH xx'
0,' It\'s really sad to think I\'ll probably never get the chance to meet any of the OUAT cast members before the show ends '
0,'  oh no that\'s the wors tim sorry  it aint yr fault im sure youre doing your best and stuff sometimes ppl are just'
0,'  yeah I know i\'ve never had a problem before but obviously this time it\'s caught me '
0,'  check our DM  MOTAVATORMONDAY ;'
0,'  m myers yup also lost close to a level up amount of souls boo Read a bad walkthrough  did get the armor set though'
0,' I wish I wasn\'t sick I hate having a sore throat    ='
0,'  custserv hi how can i find this please Sold out online and in local store  thanks '
0,'  but not even available in UK '
0,' Wrote the worst poem I\'ve ever done the other day and prepared for posting Then I read it My mom sister and I agreed it is awful '
0,'  ugh I hope so too '
0,' Thanks  worst birthday present ever '
0,'   Im not in school'
0,' Spurs '
0,' i want faith 2 move to london w me '
0,'  but you haven\'t followed me and I don\'t do that  ?'
0,' Have to be the most unlucky person Ever '
0,' 6324 days with Aberej '
0,'  but I want it on Apple Music  I\'m poor to pay $17 99'
0,' Dropping  off at the airport  I don\'t want it to end'
0,'  my birthday is nearly over   HAVE A GREAT TIME IN PARIS?????'
0,' Piss off is made in Chelsea on and I\'m missing it noo '
0,' I miss you so much '
0,'  Keith Emerson too '
0,'  yup ronnie lost was following the hashtag live which u put up shit man this shudnt have happened '
0,'  what did I miss '
0,'  MY BABY MOCHA '
0,' hug please '
0,'  OMG OMG AAH he lives in Manchester yet or not just what I need to know  plss'
0,'  I am heading to Elizabeth park from Romulus and meeting someone there at six '
0,'  i love u with all my heart  MOTAVATORMONDAY'
0,' 6 hours of sleep '
0,' I was gonna say Tripti  '
0,'  Dude riip '
0,' no one will go to the cinema with me '
0,'  At Old Trafford '
0,'   Get better soon cutie'
0,'  i just think that by casting the kid and his fam as white they kinda send the message that he\'s white / '
0,'  100* wth is wrong with me today '
0,'  thin ice buddy THIN ICE Which makes me think of snow balls '
0,'  Mann  WHAT '
0,'  look  my tweet to Krissy I just tweeted it '
0,'    Gabbie why '
0,'  pidgeon so so cute why did mine have to get old and big '
0,' somebody bring me some sweet tea '
0,'  can we go uni together '
0,'     Numbers on Carl\'s win for diecast preorders of the car aren\'t looking good '
0,' I love jasmine my BFF bc she\'s the only one I can stan with irl '
0,' \" You\'re not cool You\'re so annoying You\'re not good enough\" '
0,' Sad that my Boston friends are leaving to tonight '
0,' Someone come over '
0,' I feel so sorry my cat he\'s so nervous '
0,'  download broken '
0,'   I like Wednesday because Thursdays are lloonng days for me '
0,' this weekend has killed me so poorly '
0,' I\'m not in fashion I\'m in the clothing business I\'m about stock turn I studied the fashion business So don\'t ask me about blogging '
0,'  me too '
0,'   stephan bby'
0,'   it was james'
0,'  u only get along with me for that t'
0,' Goals wake up with  follows but i\'m unlucky af '
0,'  when Jacob doesn\'t drink the bleach you spent good money on and sent to him '
0,' I want Andy\'s '
0,' I can barely taste anything '
0,'  16A weren\'t up to speed '
0,' EVERYONE IS GLOWING EXCEPT FOR ME  I NEED IT '
0,' Not a big fan of stellar but I don\'t want them to disband '
0,' *sad face*  '
0,' wow TTFNDanAndPhil gonna miss the banter   '
0,'   leicester is not good in fifa '
0,'  TYPO Read <==> exponential '
0,' Omg it hurts too much  I already cried 100 of rivers '
0,'  help me   MOTAVATORMONDAY '
0,' We lost another great; Billy \"Me and Mrs Jones\" Paul  '
0,'  I shouldn\'t '
0,' sleepy '
0,' ACM CONTRACT ANALYST - Houston Methodist Research Insti Houston TX  BusinessMgmt Job Jobs Hiring'
0,' I really don\'t feel good '
0,'  I know bro '
0,' lost my favorite star wars shirt '
0,'  it\'s a painkiller that i used to take when my cramps got like yours are now '
0,' lookin through old photos '
0,'  this are sad sad pictures '
0,' my phone doesn\'t work '
0,' I can\'t take a shit '
0,'  relouu '
0,'   *hugs*'
0,' Miss my mom\'s meals '
0,' Hmm - looks like may have blown a 640 board  Will need some component debugging tomorrow Modding code now to prevent'
0,'  beaumont aw is it that sucks  well we can always just burn up in the sun instead'
0,'  he hates me now '
0,' Özil\'s created 269 chances during his three seasons in the Premier League and only 32 have been converted Arsenal '
0,'  this is disgusting wtf '
0,'  yupp it\'s horrible  we were very lucky and got a lot of help so we could buy our tiny flat on our low salaries & can hardly'
0,' I have such a short attention span nowadays that I can\'t even play video games for more than an hour '
0,'  same i\'m already prayer circling '
0,'  that\'s a hard feel  *hugs*'
0,'  she\'s having a lot of trouble breathing she\'s lethargic excessive drooling '
0,'  Skyee that sucks '
0,'  no way sleepovers can never outdo the Morton household '
0,'   shut up you barking Darwinist > '
0,'  don\'t tell me what to do > '
0,'  it is very bad form I can\'t of have some understanding if it was a group of young ones but he was 50 plus '
0,' ‘Heartbroken’ family identifies toddler killed by ambulance  via  '
0,' Jacob Whitesides I need you '
0,'    I\'m trying to buy a Optic hat but the store is down  any help'
0,'  same goddamned '
0,' never had a nightmare this bad '
0,'   These are sad times bro '
0,'   25 dood '
0,'  why did you remove coffee from your duets mixtape on soundcloud  '
0,' i prob wont be able to do a 3 day ticket  but im 100\% going to wonderland/mito'
0,' Got\'s episode made me sad '
0,'  It\'s no fun under the Glazers either 11 years of destruction and debt LvG not adding to fun levels either '
0,' Went to cut my long ass hair today it feels so short i wanna cry '
0,' I don\'t want to leave her  '
0,'   Poor punctured croc They\'ve got really tough skin man mustv had seriously high pressure jaws & big sharp teeth'
0,'  platypus I AM FANTASTIC THANK YOU although I\'m very tired  buT I have some tEA SO ITS OKAY'
0,'  miss u '
0,' JonSnow comeback '
0,' Feel so sorry for ghost  Sue I want to sit on that throne so awesome GoTAtlantic'
0,'   but that\'s just the gamblers guessing what voters will do'
0,' Valeria isn\'t gonna be there during 5th  how sad'
0,'  I dont know but people have to close tab and open discord again and its pissing them off  they like curse Hard2convince'
0,' awh did i piss the poor baby off '
0,' My bus driver got married to a girl &of course everyone\'s all happy for her and this one dude said\"that\'s disgusting\"  I hate this school'
0,'  Prince was too good for this world '
0,' God damn Ive been all sorts of fucked up this week '
0,' im so dead for art '
0,'   this is amazing yet I CANT RETWEET IT '
0,' It feels like someone is scraping knives in my throat '
0,' disappointed with my nachos '
0,' I hate being sick not my day   '
0,'  Ma heart is broken '
0,' n like just someone I can chill with '
0,' Ayii bobo got hurt on set  gws Stiles Dylan O\'Brien one of the finest One of My favorite actors '
0,'    101 jk emma\'s the best i can never do better than her '
0,'  queen lana   you\'ll meet her one day I promise all things happen for a reason xx'
0,' Bby is mad at me '
0,'  The guy who took my account and wont give it back unless i pay him  '
0,' Flanks worried of opening up to me because he\'s scared he\'ll catch feelings for my AR shot '
0,' Today a peacock ran away from me '
0,'  A whole Spychanger team of decos would have been much more interesting than the two waves of 84-85 cars we got '
0,' i love this photoshoot so much but the ps is lil bit too strong on 2nd & 3rd pics  '
0,' i want to buy all the pink clothes and eyeliner and eyeshadow and stuff but then the chances of me passing drops to 0\% and i\'m like '
0,'   I went through 2 pregnancies there with no air  used to go to library at night to cool off'
0,'  ahh sad I wish it was sooner We could have saved each other from Olympia crazies '
0,' Got myself some cereal now I don\'t want it '
0,'  I can\'t believe you dodged me all weekend '
0,'  bummer '
0,'  just not gonna happen when there\'s so much choice '
0,' What should I eat for lunch '
0,'  that part is so sad  GIVE A TRIGGER WARNING NEXT TIME RAT'
0,'   same here i want a car '
0,'  CoD I\'m going to soccer '
0,' I Hate You  '
0,' 20mins is a long time though '
0,'  shadyy idk man it\'s a lot of money but '
0,' I wish I met you  ???? '
0,' i want one  '
0,'  me too  am ugly'
0,'   that feel when Badmin talks about making videos '
0,'    NO Stillwater Party SAD '
0,'  SS The worst break up '
0,'  im not in my room im in texas  THIS MAKES ME SAD'
0,' can\'t believe I broke clive my baby '
0,'  I can\'t seem to find you  try looking for me My id is cheyennetancy ^^'
0,'  enjoyed immensely but roller coaster emotionally There were a lot of tears in the audience '
0,'  noo Don\'t leave meehh '
0,'  bad anxiety '
0,'  bitchh 32 lmaoo '
0,' TTFNDanAndPhil last time someone forced me to listen to that trash called all star But I secretly & \'ironically\' loved it  '
0,' Yep 3 flat tyres = day over  '
0,' I just wanna go home and eat a bowl of strawberry ice cream covered in fruity pebbles '
0,' I don\'t look my age '
0,' why did you move it  it was perfectly fine where it was '
0,'  Electro Fox Yep what an absolute bloody prat  Hope Charlie finds a loving home soon *noozies at*'
0,' Today has really sucked without you '
0,'  ~I miss you omg  ~Sweet soul~Great person~little wittle bby~still laughing at your  ?'
0,'  so sad '
0,'  Oh so terrible '
0,' this breaks my heart  '
0,' Can someone please print something out for me     '
0,' this is satan\'s work i guess fuck daryl marry michonne & i\'m so so so sorry maggie  '
0,'  u should have came over and nap w me '
0,' when you\'re on a date with your brother but your dad has to chaperone  '
0,' Justin Biberon  '
0,' i love 2ne1 '
0,' I\'m that exhausted I\'m going to bed at 10 08 I can\'t even keep my eyes open '
0,' He\'s acting like he\'s my dad He\'s only 4 years older than me He has no right to tell me what to do '
0,' Can\'t believe she hung up on me '
0,' someone snatched him off me '
0,'  loads of DMs shes crying and she sent a gc a photo '
0,'  Oh Hell No '
0,' nobody ever know where da hoes is at '
0,'  theres no good coffee in walking distance from my job and i didn\'t have time to get anything worthwhile  yes prayers r appreciated'
0,' Unless something has my 100\% attention judging I feel like I\'m impatiently speaking about out of turn constantly Apologies friends '
0,' aw thanks I miss talking to you too  love u ? '
0,' Panic attacks are the worst right now  ?'
0,'  Hey pal Xbox 1 The Division people randomly kicking at near the end of match implement a voting system Annoying  x'
0,'  Guys my dad is like 60 i really don\'t think he\'s gonna stand for hours '
0,'   sucks Banned forever in my household '
0,' dammit I stepped in dog shit  '
0,'  hloebailey honestly u should see mine I have the worst skin ever anyway so my makeup just never works  my lashes r going thin lately'
0,' At work till 11 30 and I have no ride home and I forgot my board at my house '
0,' I\'ve watched 25 episodes of The Mysteries of Laura in 2 and a half days and now they are over '
0,' I want chipotle '
0,' Friend please '
0,'  The Sun Times has been on its last legs for awhile  definitely the trib'
0,' I want my bed '
0,'  I\'m so jealous They were sold out by the time I tried to order them '
0,' My hair faded to a dirty ashy blonde Idk how but I am HERE FOR ITIt kinda looks better than grey and I just bought a whole new dye '
0,'  Pistons '
0,'  ily too '
0,'  m myers ah tried it right after the Spider-Witch lost a lot of humanity '
0,'  I got through for Drake tickets but you couldn\'t hear me '
0,' He\'s gonna let Sadie go so she can live and America can go back to normal '
0,'   Snooker gutted '
0,' 3 weeks ago today I saw Justin '
0,' Noo Stefan '
0,'  how dare you '
0,'  she doesn\'t want to let him go  seeing him in that suit I wouldn\'t want to either'
0,' Come back then  '
0,' I havent listen to my music all day '
0,'  Nohemii yes dude  now I can say what is a boyfriend ?'
0,'  saw you but I was in the middle of a game and couldn\'t find you after '
0,' Paktayy na  dfvk GG ang koya  no more incentives no more bonus or rewards Anyaree  PRIORITIESS'
0,' When you almost make a car accident bc some Russians wanna drive 60mph in the parking lot'
0,'  when they come hate to tell u but they\'re aw ready here  week on Thursday can\'t wait'
0,'  griffo your welcome and thanks for calling me a monkey '
0,' Well I guess I won\'t be watching any more of the world champs this year then  bbcsnooker'
0,'  CoD I\'m away I\'m going to soccer  I\'m sorry'
0,' Rocket out of the WorldSnookerChampionship gutted  well played Barry Hawkins'
0,'  OMG ur sis rip  you can do it tho girly ur strong'
0,' college  '
0,'  tell me about it and I miss my ride or die '
0,' i put hearts on my icon and look how cute  ilu '
0,'  I\'m sick '
0,'  yeah unfortunately i got knocked out today '
